Line,Component,MTBF,λ,cp,cc,PM_duration,x*,CR
10,255,52.03,1.995,20.44,18.53,0.87,42.98,0.4661
10,256,50.22,1.6259,22.96,23.17,4.54,52.62,0.4017
10,257,48.97,1.9318,16.94,22.83,3.98,48.24,0.3244
10,258,47.96,2.3216,12.7,14.48,2.88,52.81,0.228
10,259,49.43,1.5328,19.7,22.09,2.47,56.4,0.3346
10,260,34.71,1.6973,14.23,9.59,1.76,29.97,0.4485
10,261,49.51,1.6326,16.8,17.15,1.36,48.47,0.3371
10,262,48.23,2.1183,12.34,10.12,0.79,52.93,0.2297
10,263,36.52,1.8881,13.4,11.36,1.06,36.74,0.3545
10,264,13.56,2.1629,13.87,15.7,4.3,12.66,0.8178
10,265,37.32,1.5902,11.34,19.07,3.13,41.62,0.2534
10,266,43.43,2.0897,22.88,28.87,2.39,50.93,0.4291
10,267,36.67,2.0384,13.14,9.83,2.41,36.81,0.335
10,268,25.28,1.9485,15.25,11.18,4.91,20.71,0.5952
10,269,47.42,2.0707,12.25,9.03,3.86,42.26,0.2656
10,270,4.65,1.6303,11.75,16.22,1.72,3.96,2.0687
10,271,15.15,2.0877,22.94,26.91,0.55,14.85,1.4896
10,272,5.24,2.1407,14.05,13.63,2.22,5.06,1.9299
10,273,14.06,2.1891,22.88,23.38,2.93,15.04,1.2732
10,274,10.44,2.1948,24.17,23.67,2.35,9.95,1.965
10,275,57.58,1.83,23.52,24.14,4.82,68.99,0.3187
10,276,18.15,1.9368,14.42,10.96,2.72,16.57,0.7475
10,277,28.84,1.6711,20.57,20.12,4.4,30.61,0.5875
10,278,57.55,1.503,23.92,31.68,1.43,63.67,0.3674
10,279,9.12,2.0139,12.72,15.8,1.35,9.01,1.2278
10,280,56.56,1.6858,24.91,21.1,4.9,52.4,0.4347
11,281,27.77,1.8093,24.58,24.71,1.58,22.22,1.0328
11,282,37.39,2.4159,12.78,20.48,1.62,40.2,0.3056
11,283,21.88,1.7522,23.85,24.77,4.79,21.46,0.9086
11,284,27.77,1.6568,18.06,16.17,2.28,30.9,0.5443
11,285,42.08,2.1352,10.27,10.78,4.57,42.78,0.2169
11,286,22.14,1.6363,17.06,23.75,4.47,23.68,0.606
11,287,49.04,2.1592,17.7,22.69,2.14,46.85,0.3613
11,288,9.36,2.4146,19.72,17.56,0.68,10.03,1.8413
11,289,7.76,2.0937,22.42,23.7,3.92,8.24,1.8438
11,290,53.38,1.9853,23.79,29.38,2.82,48.56,0.463
11,291,26.02,1.8878,14.03,16.59,1.61,27.87,0.4759
11,292,13.68,1.8445,14.05,23.13,0.54,12.16,1.1063
11,293,29.96,1.9703,21.44,21.14,4.4,34.12,0.5566
11,294,4.53,1.9029,21.1,19.81,4.56,4.25,2.395
11,295,33.15,2.1554,20.71,23.95,2.24,32.51,0.596
11,296,26.85,2.1875,19.6,24.95,1.44,31.26,0.5994
11,297,59.62,1.6061,24.26,27.04,1.36,48.05,0.491
11,298,13.02,2.496,17.54,19.7,1.1,13.56,1.1965
11,299,19.51,2.3623,20.3,24.07,1.6,15.88,1.1613
11,300,26.92,1.7892,22.01,21.26,4.09,28.04,0.685
11,301,50.32,1.925,13.98,12.12,1.56,49.11,0.2759
11,302,9.1,2.2186,12.95,9.54,1.27,9.41,1.2125
11,303,24.8,1.9489,13.05,14.21,2.8,24.14,0.4844
11,304,27.08,1.5356,18.31,18.26,2.62,23.59,0.6986
11,305,18.12,2.3107,12.04,8.54,4.75,14.93,0.6118
11,306,22.23,1.6437,18.01,13.07,3.62,24.97,0.6299
11,307,13.87,2.1062,18.78,14.39,1.85,12.33,1.3244
12,308,14.53,1.928,13.96,12.59,3.38,15.14,0.7538
12,309,57.92,2.0895,18.6,27.23,2.49,53.82,0.3303
12,310,17.29,1.7626,21.16,16.63,2.65,18.84,0.9846
12,311,49.13,1.7895,16.4,25.16,3.4,49.63,0.3093
12,312,42.72,2.3833,14.7,18.46,2.6,40.82,0.3386
12,313,52.48,2.2244,13.22,10.21,2.17,45.68,0.2763
12,314,45.63,1.7521,15.79,20.92,2.41,37.96,0.3911
12,315,9.03,2.0908,16.28,11.66,3.1,9.09,1.3355
12,316,32.27,1.6495,11.85,11.12,0.74,28.35,0.4074
12,317,18.08,1.6736,22.82,20.11,4.8,15.98,1.0982
12,318,31.55,1.5196,17.85,21.17,3.44,35.39,0.4597
12,319,48.35,1.6272,12.55,9.39,2.14,49.44,0.2433
12,320,27.04,2.4477,24.61,25.02,0.85,25.3,0.9411
12,321,12.01,2.3579,19.88,18.18,1.72,11.99,1.45
12,322,45.01,1.5878,23.44,19.42,3.42,48.91,0.4479
12,323,28.49,1.9035,17.6,15.94,0.9,31.49,0.5434
12,324,18.46,1.9808,20.3,25.62,4.96,20.44,0.7992
12,325,6.27,1.6229,16.03,20.8,1.21,6.66,2.0368
12,326,43.72,2.0862,18.66,14.25,1.95,52.34,0.3437
12,327,11.12,1.5723,14.53,19.16,4.42,10.64,0.9648
12,328,18.68,1.843,20.81,22.41,2.2,15.26,1.1919
12,329,32.17,2.0842,10.74,11.72,4.62,28.85,0.3209
12,330,53.07,1.519,24.0,29.51,3.73,43.41,0.5091
12,331,55.53,1.9703,20.35,16.22,0.39,49.18,0.4105
12,332,7.61,2.0743,17.59,26.48,3.2,7.96,1.5762
12,333,4.71,2.1952,18.48,23.28,2.24,5.5,2.3876
12,334,11.5,2.1715,23.87,19.53,0.27,10.73,2.17
13,335,24.92,1.7143,16.64,13.88,3.03,28.01,0.5361
13,336,42.62,2.2249,14.66,11.57,3.57,48.28,0.2827
13,337,58.91,1.9938,12.1,11.15,0.3,48.9,0.2459
13,338,56.83,1.8651,21.71,28.56,4.58,59.71,0.3377
13,339,39.73,2.1287,24.8,33.02,2.88,45.65,0.511
13,340,16.08,1.5838,17.71,23.26,2.54,16.54,0.9282
13,341,33.52,1.5382,22.42,21.58,3.17,34.78,0.5908
13,342,13.19,1.6235,15.91,12.11,4.91,14.07,0.8383
13,343,38.13,2.1436,23.4,20.59,0.67,37.56,0.6121
13,344,25.84,2.3636,14.55,22.8,4.66,30.29,0.4163
13,345,17.76,2.077,22.36,21.31,1.55,16.62,1.2306
13,346,22.07,2.1449,19.14,23.26,4.29,22.24,0.7214
13,347,29.23,1.5116,19.92,20.07,2.89,30.06,0.6046
13,348,7.74,1.6164,14.12,12.13,3.08,7.91,1.2848
13,349,22.41,2.2204,14.99,22.18,3.31,23.64,0.5562
13,350,34.99,1.5114,15.64,24.18,3.56,36.22,0.3932
13,351,18.12,1.7037,17.15,15.75,1.87,15.69,0.9767
13,352,58.75,1.6079,23.7,23.77,4.68,57.25,0.3827
13,353,39.28,1.8406,18.67,17.73,1.68,35.93,0.4964
13,354,24.55,1.5839,13.8,9.53,0.5,27.62,0.4908
13,355,6.18,2.1589,23.07,20.21,1.54,6.22,2.9729
13,356,25.39,2.0643,24.95,22.39,0.79,27.52,0.8813
13,357,24.38,2.3333,20.79,21.71,2.41,26.68,0.7147
13,358,15.86,1.6453,24.64,22.83,1.75,12.88,1.6842
13,359,26.24,2.0713,17.75,24.13,4.78,21.42,0.6775
13,360,21.64,2.0755,22.89,19.43,4.77,19.05,0.961
13,361,55.66,2.3527,15.89,14.14,3.93,50.17,0.2937
14,362,32.28,1.5305,23.3,28.68,0.88,32.5,0.698
14,363,24.72,2.2408,21.45,25.09,3.97,23.12,0.7918
14,364,30.31,1.8308,14.94,12.73,3.84,36.13,0.3738
14,365,16.65,2.1122,11.07,10.99,2.31,16.74,0.5811
14,366,52.84,1.7889,24.05,23.08,0.66,59.01,0.4031
14,367,22.16,2.2162,14.37,15.05,0.89,19.7,0.6979
14,368,44.17,2.4433,18.1,15.38,2.76,43.74,0.3892
14,369,37.76,2.486,22.93,28.67,4.7,40.14,0.5114
14,370,54.12,1.893,16.24,23.92,4.82,63.87,0.2364
14,371,17.7,2.2461,14.03,20.45,2.72,18.84,0.6507
14,372,22.08,1.9813,16.07,17.8,3.18,22.18,0.6337
14,373,45.1,1.911,16.11,14.92,1.94,45.88,0.3369
14,374,31.84,1.6348,12.54,14.07,2.61,33.18,0.3504
14,375,40.93,1.9018,19.57,24.52,4.57,48.46,0.369
14,376,49.95,2.3539,14.06,10.96,1.07,57.05,0.2419
14,377,5.79,1.5761,13.0,13.59,1.55,5.94,1.7356
14,378,4.32,1.9293,11.71,19.33,2.19,4.7,1.6996
14,379,44.79,1.5001,22.21,24.34,4.78,52.56,0.3873
14,380,49.35,2.3372,21.08,28.51,0.69,50.74,0.4099
14,381,56.96,1.9429,17.15,19.76,3.1,56.99,0.2854
14,382,42.47,2.2919,23.63,26.14,3.02,40.81,0.5391
14,383,5.31,1.8294,23.66,26.68,2.8,4.45,3.2634
14,384,37.0,2.0321,23.49,28.71,1.52,42.78,0.5302
14,385,25.5,2.2368,11.84,17.47,2.51,27.89,0.3895
14,386,24.56,1.5189,17.44,22.12,0.73,26.48,0.6409
14,387,43.12,2.2039,23.72,21.87,2.59,37.93,0.5854
14,388,21.23,1.5423,13.73,14.13,3.26,19.76,0.5964
15,389,17.56,1.6691,11.95,10.5,3.93,18.88,0.5239
15,390,39.46,2.3107,14.45,10.47,0.46,36.13,0.3949
15,391,21.35,2.0219,15.72,20.41,3.4,19.56,0.6847
15,392,34.31,1.5237,16.27,24.04,0.63,28.66,0.5555
15,393,51.39,2.2323,22.3,18.85,3.15,51.64,0.407
15,394,34.74,2.0383,24.23,33.24,2.93,38.93,0.5788
15,395,56.83,1.5985,17.43,23.47,1.51,62.47,0.2724
15,396,11.78,1.7524,12.47,9.32,3.73,11.07,0.8426
15,397,43.67,1.8678,11.5,16.46,2.89,46.26,0.234
15,398,44.62,1.7097,19.24,15.52,4.45,52.51,0.3378
15,399,46.28,1.708,22.15,30.28,1.85,45.19,0.4709
15,400,44.12,1.8865,19.49,23.97,1.25,43.43,0.4362
15,401,41.74,2.0415,21.43,23.42,4.26,45.95,0.4268
15,402,52.38,2.1512,11.69,12.82,4.32,46.13,0.2317
15,403,8.38,2.2881,12.44,19.93,4.22,8.45,0.9818
15,404,50.49,1.9192,14.27,12.99,1.17,56.66,0.2468
15,405,48.32,2.0814,12.88,14.0,3.96,40.12,0.2922
15,406,17.81,2.1953,23.14,18.22,2.19,16.39,1.2454
15,407,36.37,1.8759,23.15,27.28,2.79,35.82,0.5996
15,408,34.75,2.4491,13.53,18.55,4.99,27.91,0.4112
15,409,4.52,1.9606,10.34,14.69,2.57,4.63,1.4361
15,410,20.85,1.6671,13.48,9.87,2.18,20.92,0.5835
15,411,12.81,2.171,11.66,7.16,3.83,13.31,0.6803
15,412,18.81,2.0276,23.87,22.95,2.71,18.07,1.1487
